"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time"
"0","DAN MILLER","25","0","1","0","Middleweight","U-DEC","3","5:00"
"1","GEORGE SULLIVAN","54","2","3","2","Welterweight","U-DEC","3","5:00"
"0","DOMINIC WATERS","13","5","0","4","Welterweight","U-DEC","3","5:00"
"1","WILLIE GATES","19","0","0","0","Flyweight","KO/TKO","1","1:36"
"0","DARRELL MONTAGUE","4","0","0","0","Flyweight","KO/TKO","1","1:36"
"1","CONOR MCGREGOR","46","0","0","0","Featherweight","KO/TKO","2","4:57"
"0","CHAD MENDES","31","4","0","2","Featherweight","KO/TKO","2","4:57"
"1","ROBBIE LAWLER","70","0","0","0","Welterweight","KO/TKO","5","1:00"
"0","RORY MACDONALD","86","0","0","0","Welterweight","KO/TKO","5","1:00"
"1","JEREMY STEPHENS","38","0","0","0","Featherweight","KO/TKO","3","0:32"
"0","DENNIS BERMUDEZ","35","1","0","1","Featherweight","KO/TKO","3","0:32"
"1","GUNNAR NELSON","6","0","1","3","Welterweight","SUB","1","2:54"
"0","BRANDON THATCH","8","0","0","0","Welterweight","SUB","1","2:54"
"1","THOMAS ALMEIDA","24","0","0","0","Bantamweight","KO/TKO","2","0:29"
"0","BRAD PICKETT","20","0","0","0","Bantamweight","KO/TKO","2","0:29"
"1","MATT BROWN","25","1","1","0","Welterweight","SUB","1","4:44"
"0","TIM MEANS","16","0","0","0","Welterweight","SUB","1","4:44"
"1","ALEX GARCIA","24","5","0","5","Welterweight","U-DEC","3","5:00"
"0","MIKE SWICK","19","0","0","0","Welterweight","U-DEC","3","5:00"
"1","JOHN HOWARD","48","0","0","0","Welterweight","S-DEC","3","5:00"
"0","CATHAL PENDRED","45","0","1","0","Welterweight","S-DEC","3","5:00"
"1","CODY GARBRANDT","64","3","0","3","Bantamweight","U-DEC","3","5:00"
"0","HENRY BRIONES","35","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","LOUIS SMOLKA","23","6","5","9","Flyweight","U-DEC","3","5:00"
"0","NEIL SEERY","21","0","3","0","Flyweight","U-DEC","3","5:00"
"1","CODY PFISTER","15","5","0","5","Lightweight","U-DEC","3","5:00"
"0","YOSDENIS CEDENO","26","0","1","0","Lightweight","U-DEC","3","5:00"
"1","YOEL ROMERO","42","1","0","1","Middleweight","KO/TKO","3","1:38"
"0","LYOTO MACHIDA","31","0","0","0","Middleweight","KO/TKO","3","1:38"
"1","LORENZ LARKIN","64","0","0","1","Welterweight","KO/TKO","2","3:07"
"0","SANTIAGO PONZINIBBIO","33","0","0","0","Welterweight","KO/TKO","2","3:07"
"1","ANTONIO CARLOS JUNIOR","40","4","1","4","Middleweight","SUB","3","4:37"
"0","EDDIE GORDON","12","0","0","0","Middleweight","SUB","3","4:37"
"1","THIAGO SANTOS","3","0","0","0","Middleweight","KO/TKO","1","0:29"
"0","STEVE BOSSE","0","0","0","0","Middleweight","KO/TKO","1","0:29"
"1","HACRAN DIAS","17","3","1","1","Featherweight","S-DEC","3","5:00"
"0","LEVAN MAKASHVILI","37","2","0","1","Featherweight","S-DEC","3","5:00"
"1","ALEX OLIVEIRA","11","5","2","6","Welterweight","U-DEC","3","5:00"
"0","JOE MERRITT","23","0","0","1","Welterweight","U-DEC","3","5:00"
"1","LEANDRO SILVA","28","3","0","3","Welterweight","U-DEC","3","5:00"
"0","LEWIS GONZALEZ","21","2","0","2","Welterweight","U-DEC","3","5:00"
"1","TONY SIMS","10","0","0","0","Welterweight","KO/TKO","1","2:43"
"0","STEVE MONTGOMERY","9","0","0","0","Welterweight","KO/TKO","1","2:43"
"1","SIRWAN KAKAI","52","5","0","1","Bantamweight","U-DEC","3","5:00"
"0","DANNY MARTINEZ","59","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","JOANNA JEDRZEJCZYK","126","0","0","0","Women's Strawweight","KO/TKO","3","4:22"
"0","JESSICA PENNE","25","0","0","0","Women's Strawweight","KO/TKO","3","4:22"
"1","TATSUYA KAWAJIRI","22","4","0","5","Featherweight","U-DEC","3","5:00"
"0","DENNIS SIVER","22","0","1","0","Featherweight","U-DEC","3","5:00"
"1","PETER SOBOTTA","6","2","1","2","Welterweight","SUB","1","2:57"
"0","STEVE KENNEDY","3","0","0","0","Welterweight","SUB","1","2:57"
"1","NICK HEIN","54","1","0","1","Lightweight","U-DEC","3","5:00"
"0","LUKASZ SAJEWSKI","26","0","0","0","Lightweight","U-DEC","3","5:00"
"1","MAKWAN AMIRKHANI","0","1","2","1","Featherweight","SUB","1","1:41"
"0","MASIO FULLEN","1","0","0","0","Featherweight","SUB","1","1:41"
"1","MAIRBEK TAISUMOV","23","0","0","0","Lightweight","KO/TKO","2","1:30"
"0","ALAN PATRICK","17","0","0","0","Lightweight","KO/TKO","2","1:30"
"1","ARNOLD ALLEN","23","1","1","0","Featherweight","SUB","3","1:41"
"0","ALAN OMER","35","2","0","2","Featherweight","SUB","3","1:41"
"1","NOAD LAHAT","62","1","1","4","Featherweight","M-DEC","3","5:00"
"0","NIKLAS BACKSTROM","11","4","1","4","Featherweight","M-DEC","3","5:00"
"1","SCOTT ASKHAM","11","0","0","0","Middleweight","KO/TKO","1","2:52"
"0","ANTONIO DOS SANTOS","11","0","0","0","Middleweight","KO/TKO","1","2:52"
"1","MAGOMED MUSTAFAEV","18","0","0","0","Lightweight","KO/TKO","2","3:24"
"0","PIOTR HALLMANN","29","2","0","0","Lightweight","KO/TKO","2","3:24"
"1","TAYLOR LAPILUS","31","0","0","0","Bantamweight","KO/TKO","2","1:26"
"0","ULKA SASAKI","16","1","0","0","Bantamweight","KO/TKO","2","1:26"
"1","FABRICIO WERDUM","96","1","1","0","Heavyweight","SUB","3","2:13"
"0","CAIN VELASQUEZ","88","4","0","1","Heavyweight","SUB","3","2:13"
"1","EDDIE ALVAREZ","31","3","0","0","Lightweight","S-DEC","3","5:00"
"0","GILBERT MELENDEZ","37","0","0","0","Lightweight","S-DEC","3","5:00"
"1","KELVIN GASTELUM","59","1","0","2","Middleweight","KO/TKO","2","5:00"
"0","NATE MARQUARDT","18","0","0","0","Middleweight","KO/TKO","2","5:00"
"1","YAIR RODRIGUEZ","56","1","2","1","Featherweight","S-DEC","3","5:00"
"0","CHARLES ROSA","39","5","0","4","Featherweight","S-DEC","3","5:00"
"1","TECIA TORRES","32","2","0","4","Women's Strawweight","U-DEC","3","5:00"
"0","ANGELA HILL","27","0","0","0","Women's Strawweight","U-DEC","3","5:00"
"1","HENRY CEJUDO","62","1","0","0","Flyweight","U-DEC","3","5:00"
"0","CHICO CAMUS","48","0","0","0","Flyweight","U-DEC","3","5:00"
"1","EFRAIN ESCUDERO","1","0","1","0","Lightweight","SUB","1","0:54"
"0","DREW DOBER","0","0","0","0","Lightweight","SUB","1","0:54"
"1","PATRICK WILLIAMS","2","0","1","0","Bantamweight","SUB","1","0:23"
"0","ALEJANDRO PEREZ","0","0","0","0","Bantamweight","SUB","1","0:23"
"1","JOHNNY CASE","40","4","0","6","Lightweight","U-DEC","3","5:00"
"0","FRANCISCO TREVINO","34","0","0","1","Lightweight","U-DEC","3","5:00"
"1","CATHAL PENDRED","17","4","0","3","Welterweight","U-DEC","3","5:00"
"0","AUGUSTO MONTANO","21","0","0","0","Welterweight","U-DEC","3","5:00"
"1","GABRIEL BENITEZ","60","0","1","1","Featherweight","U-DEC","3","5:00"
"0","CLAY COLLARD","34","6","0","3","Featherweight","U-DEC","3","5:00"
"1","DAN HENDERSON","12","0","0","0","Middleweight","KO/TKO","1","0:28"
"0","TIM BOETSCH","3","0","0","0","Middleweight","KO/TKO","1","0:28"
"1","BEN ROTHWELL","5","0","1","0","Heavyweight","SUB","1","1:54"
"0","MATT MITRIONE","8","0","0","0","Heavyweight","SUB","1","1:54"
"1","DUSTIN POIRIER","27","1","1","1","Lightweight","KO/TKO","1","2:38"
"0","YANCY MEDEIROS","6","0","0","0","Lightweight","KO/TKO","1","2:38"
"1","BRIAN ORTEGA","41","0","1","2","Featherweight","KO/TKO","3","4:10"
"0","THIAGO TAVARES","39","6","0","4","Featherweight","KO/TKO","3","4:10"
"1","ANTHONY BIRCHAK","16","0","0","0","Bantamweight","KO/TKO","1","1:37"
"0","JOE SOTO","1","0","0","0","Bantamweight","KO/TKO","1","1:37"
"1","FRANCISCO RIVERA","5","0","0","0","Bantamweight","KO/TKO","1","0:21"
"0","ALEX CACERES","0","0","0","0","Bantamweight","KO/TKO","1","0:21"
"1","SHAWN JORDAN","23","3","0","5","Heavyweight","KO/TKO","2","0:48"
"0","DERRICK LEWIS","6","0","0","0","Heavyweight","KO/TKO","2","0:48"
"1","OMARI AKHMEDOV","15","0","0","0","Welterweight","KO/TKO","1","5:00"
"0","BRIAN EBERSOLE","2","0","0","0","Welterweight","KO/TKO","1","5:00"
"1","CHRIS WADE","32","4","0","3","Lightweight","U-DEC","3","5:00"
"0","CHRISTOS GIAGOS","28","0","0","1","Lightweight","U-DEC","3","5:00"
"1","JOE PROCTOR","67","0","3","0","Lightweight","SUB","3","4:58"
"0","JUSTIN EDWARDS","63","2","0","0","Lightweight","SUB","3","4:58"
"1","JAKE COLLIER","67","0","0","0","Middleweight","S-DEC","3","5:00"
"0","RICARDO ABREU","47","3","0","1","Middleweight","S-DEC","3","5:00"
"1","JOSE QUINONEZ","2","1","2","3","Bantamweight","SUB","1","2:34"
"0","LEONARDO MORALES","3","0","0","0","Bantamweight","SUB","1","2:34"
"1","CARLOS CONDIT","75","2","0","5","Welterweight","KO/TKO","2","5:00"
"0","THIAGO ALVES","34","0","1","0","Welterweight","KO/TKO","2","5:00"
"1","CHARLES OLIVEIRA","64","1","2","2","Featherweight","SUB","3","1:10"
"0","NIK LENTZ","37","2","1","5","Featherweight","SUB","3","1:10"
"1","ALEX OLIVEIRA","3","3","1","2","Welterweight","SUB","1","2:51"
"0","KJ NOONS","7","0","0","0","Welterweight","SUB","1","2:51"
"1","FRANCIMAR BARROSO","46","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"0","RYAN JIMMO","35","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","FRANCISCO TRINALDO","66","0","0","0","Lightweight","U-DEC","3","5:00"
"0","NORMAN PARKE","25","4","0","2","Lightweight","U-DEC","3","5:00"
"1","DARREN TILL","25","0","0","1","Welterweight","KO/TKO","2","1:37"
"0","WENDELL OLIVEIRA","22","0","0","0","Welterweight","KO/TKO","2","1:37"
"1","DANIEL CORMIER","23","3","3","4","Light Heavyweight","SUB","3","2:39"
"0","ANTHONY JOHNSON","23","1","0","0","Light Heavyweight","SUB","3","2:39"
"1","CHRIS WEIDMAN","46","1","0","2","Middleweight","KO/TKO","1","2:53"
"0","VITOR BELFORT","18","0","0","0","Middleweight","KO/TKO","1","2:53"
"1","DONALD CERRONE","71","0","0","0","Lightweight","KO/TKO","2","4:44"
"0","JOHN MAKDESSI","72","0","0","0","Lightweight","KO/TKO","2","4:44"
"1","ANDREI ARLOVSKI","51","0","0","0","Heavyweight","KO/TKO","1","4:41"
"0","TRAVIS BROWNE","15","0","0","0","Heavyweight","KO/TKO","1","4:41"
"1","JOSEPH BENAVIDEZ","63","4","0","8","Flyweight","U-DEC","3","5:00"
"0","JOHN MORAGA","42","0","0","0","Flyweight","U-DEC","3","5:00"
"1","JOHN DODSON","31","2","0","1","Flyweight","U-DEC","3","5:00"
"0","ZACH MAKOVSKY","37","0","0","0","Flyweight","U-DEC","3","5:00"
"1","DONG HYUN KIM","30","1","1","2","Welterweight","SUB","3","2:13"
"0","JOSHUA BURKMAN","20","0","0","0","Welterweight","SUB","3","2:13"
"1","RAFAEL NATAL","45","1","0","2","Middleweight","S-DEC","3","5:00"
"0","URIAH HALL","43","1","0","0","Middleweight","S-DEC","3","5:00"
"1","COLBY COVINGTON","26","2","0","2","Welterweight","U-DEC","3","5:00"
"0","MIKE PYLE","16","0","2","2","Welterweight","U-DEC","3","5:00"
"1","ISLAM MAKHACHEV","32","3","1","3","Lightweight","SUB","2","2:38"
"0","LEO KUNTZ","7","0","0","0","Lightweight","SUB","2","2:38"
"1","JUSTIN SCOGGINS","64","1","0","0","Flyweight","U-DEC","3","5:00"
"0","JOSHUA SAMPO","35","1","0","0","Flyweight","U-DEC","3","5:00"
"1","FRANKIE EDGAR","83","5","0","2","Featherweight","U-DEC","5","5:00"
"0","URIJAH FABER","48","0","0","0","Featherweight","U-DEC","5","5:00"
"1","GEGARD MOUSASI","56","4","0","6","Middleweight","U-DEC","3","5:00"
"0","COSTAS PHILIPPOU","9","0","0","0","Middleweight","U-DEC","3","5:00"
"1","MARK MUNOZ","35","9","0","3","Middleweight","U-DEC","3","5:00"
"0","LUKE BARNATT","42","1","0","0","Middleweight","U-DEC","3","5:00"
"1","NEIL MAGNY","43","2","0","6","Welterweight","KO/TKO","2","1:24"
"0","HYUN GYU LIM","15","0","0","0","Welterweight","KO/TKO","2","1:24"
"1","PHILLIPE NOVER","12","6","0","0","Featherweight","S-DEC","3","5:00"
"0","YUI CHUL NAM","29","2","1","3","Featherweight","S-DEC","3","5:00"
"1","LEVAN MAKASHVILI","27","7","0","4","Featherweight","S-DEC","3","5:00"
"0","MARK EDDIVA","32","0","0","0","Featherweight","S-DEC","3","5:00"
"1","JON TUCK","13","0","1","2","Lightweight","SUB","1","3:56"
"0","TAE HYUN BANG","12","1","0","0","Lightweight","SUB","1","3:56"
"1","KAJAN JOHNSON","20","3","1","1","Lightweight","U-DEC","3","5:00"
"0","ZHANG LIPENG","20","1","0","1","Lightweight","U-DEC","3","5:00"
"1","LI JINGLIANG","13","0","0","0","Welterweight","KO/TKO","1","1:25"
"0","DHIEGO LIMA","6","0","0","0","Welterweight","KO/TKO","1","1:25"
"1","NING GUANGYOU","46","2","0","0","Bantamweight","KO/TKO","2","4:59"
"0","ROYSTON WEE","18","0","0","0","Bantamweight","KO/TKO","2","4:59"
"1","JON DELOS REYES","23","1","3","3","Flyweight","SUB","2","3:13"
"0","ROLDAN SANGCHA-AN","27","2","0","3","Flyweight","SUB","2","3:13"
"1","YAO ZHIKUI","9","1","0","0","Flyweight","S-DEC","3","5:00"
"0","NOLAN TICMAN","52","0","0","0","Flyweight","S-DEC","3","5:00"
"1","STIPE MIOCIC","113","6","0","5","Heavyweight","KO/TKO","5","2:47"
"0","MARK HUNT","33","0","0","0","Heavyweight","KO/TKO","5","2:47"
"1","ROBERT WHITTAKER","10","0","0","0","Middleweight","KO/TKO","1","0:44"
"0","BRAD TAVARES","2","0","0","0","Middleweight","KO/TKO","1","0:44"
"1","SEAN O'CONNELL","20","0","0","0","Light Heavyweight","KO/TKO","1","0:56"
"0","ANTHONY PEROSH","3","0","0","0","Light Heavyweight","KO/TKO","1","0:56"
"1","JAMES VICK","10","0","1","1","Lightweight","SUB","1","4:53"
"0","JAKE MATTHEWS","4","1","0","0","Lightweight","SUB","1","4:53"
"1","DAN HOOKER","21","0","0","0","Featherweight","KO/TKO","2","4:13"
"0","HATSU HIOKI","32","2","0","1","Featherweight","KO/TKO","2","4:13"
"1","KYLE NOKE","31","0","0","1","Welterweight","S-DEC","3","5:00"
"0","JONAVIN WEBB","23","2","2","2","Welterweight","S-DEC","3","5:00"
"1","SAM ALVEY","8","0","0","0","Middleweight","KO/TKO","1","0:49"
"0","DANIEL KELLY","2","0","0","0","Middleweight","KO/TKO","1","0:49"
"1","BEC RAWLINGS","21","0","1","2","Women's Strawweight","SUB","1","4:09"
"0","LISA ELLIS","7","1","0","1","Women's Strawweight","SUB","1","4:09"
"1","BRADLEY SCOTT","42","1","1","2","Middleweight","SUB","2","4:54"
"0","DYLAN ANDREWS","25","1","1","0","Middleweight","SUB","2","4:54"
"1","ALEX CHAMBERS","44","2","2","0","Women's Strawweight","SUB","3","3:15"
"0","KAILIN CURRAN","81","2","0","1","Women's Strawweight","SUB","3","3:15"
"1","BRENDAN O'REILLY","42","6","1","2","Welterweight","U-DEC","3","5:00"
"0","VIK GRUJIC","59","1","1","1","Welterweight","U-DEC","3","5:00"
"1","BEN NGUYEN","27","0","0","0","Flyweight","KO/TKO","1","4:59"
"0","ALPTEKIN OZKILIC","15","1","0","0","Flyweight","KO/TKO","1","4:59"
"1","DEMETRIOUS JOHNSON","66","14","1","6","Flyweight","SUB","5","4:59"
"0","KYOJI HORIGUCHI","31","1","0","0","Flyweight","SUB","5","4:59"
"1","RAMPAGE JACKSON","99","0","0","0","Catch Weight","U-DEC","3","5:00"
"0","FABIO MALDONADO","67","1","0","0","Catch Weight","U-DEC","3","5:00"
"1","MICHAEL BISPING","75","0","0","0","Middleweight","U-DEC","3","5:00"
"0","CB DOLLAWAY","47","2","0","0","Middleweight","U-DEC","3","5:00"
"1","JOHN MAKDESSI","47","0","0","0","Catch Weight","KO/TKO","1","4:53"
"0","SHANE CAMPBELL","25","0","0","0","Catch Weight","KO/TKO","1","4:53"
"1","THOMAS ALMEIDA","31","0","0","0","Bantamweight","KO/TKO","1","4:18"
"0","YVES JABOUIN","20","1","0","0","Bantamweight","KO/TKO","1","4:18"
"1","PATRICK COTE","21","3","1","6","Welterweight","U-DEC","3","5:00"
"0","JOE RIGGS","21","2","0","5","Welterweight","U-DEC","3","5:00"
"1","ALEXIS DAVIS","34","1","1","1","Women's Bantamweight","SUB","2","3:07"
"0","SARAH KAUFMAN","65","0","0","0","Women's Bantamweight","SUB","2","3:07"
"1","CHAD LAPRISE","84","0","0","0","Lightweight","U-DEC","3","5:00"
"0","BRYAN BARBERENA","94","1","0","0","Lightweight","U-DEC","3","5:00"
"1","OLIVIER AUBIN-MERCIER","49","3","1","2","Lightweight","SUB","3","1:35"
"0","DAVID MICHAUD","17","0","0","0","Lightweight","SUB","3","1:35"
"1","NORDINE TALEB","36","6","0","5","Welterweight","U-DEC","3","5:00"
"0","CHRIS CLEMENTS","17","0","1","0","Welterweight","U-DEC","3","5:00"
"1","VALERIE LETOURNEAU","38","2","2","4","Women's Strawweight","U-DEC","3","5:00"
"0","JESSICA RAKOCZY","46","1","1","2","Women's Strawweight","U-DEC","3","5:00"
"1","RANDA MARKOS","18","2","1","4","Women's Strawweight","U-DEC","3","5:00"
"0","AISLING DALY","27","2","1","1","Women's Strawweight","U-DEC","3","5:00"
"1","LUKE ROCKHOLD","23","1","2","4","Middleweight","SUB","2","2:31"
"0","LYOTO MACHIDA","13","0","0","0","Middleweight","SUB","2","2:31"
"1","JACARE SOUZA","6","1","1","1","Middleweight","SUB","1","2:33"
"0","CHRIS CAMOZZI","7","0","0","0","Middleweight","SUB","1","2:33"
"1","MAX HOLLOWAY","82","0","3","2","Featherweight","SUB","3","3:58"
"0","CUB SWANSON","56","0","0","0","Featherweight","SUB","3","3:58"
"1","PAIGE VANZANT","67","2","0","6","Women's Strawweight","U-DEC","3","5:00"
"0","FELICE HERRIG","28","0","1","1","Women's Strawweight","U-DEC","3","5:00"
"1","BENEIL DARIUSH","27","2","1","11","Lightweight","U-DEC","3","5:00"
"0","JIM MILLER","11","0","3","1","Lightweight","U-DEC","3","5:00"
"1","OVINCE SAINT PREUX","18","0","0","0","Light Heavyweight","KO/TKO","1","4:54"
"0","PATRICK CUMMINS","14","1","0","0","Light Heavyweight","KO/TKO","1","4:54"
"1","GIAN VILLANTE","70","0","0","0","Light Heavyweight","KO/TKO","3","4:18"
"0","COREY ANDERSON","111","0","0","0","Light Heavyweight","KO/TKO","3","4:18"
"1","ALJAMAIN STERLING","32","3","1","2","Bantamweight","SUB","3","2:11"
"0","TAKEYA MIZUGAKI","13","0","0","0","Bantamweight","SUB","3","2:11"
"1","TIM MEANS","48","2","1","2","Welterweight","SUB","3","3:41"
"0","GEORGE SULLIVAN","39","0","0","0","Welterweight","SUB","3","3:41"
"1","DIEGO BRANDAO","12","2","0","1","Featherweight","KO/TKO","1","5:00"
"0","JIMY HETTES","11","1","0","0","Featherweight","KO/TKO","1","5:00"
"1","CHRIS DEMPSEY","44","3","0","2","Middleweight","S-DEC","3","5:00"
"0","EDDIE GORDON","37","3","0","1","Middleweight","S-DEC","3","5:00"
"1","MIRKO CRO COP","21","0","0","0","Heavyweight","KO/TKO","3","3:30"
"0","GABRIEL GONZAGA","19","2","1","4","Heavyweight","KO/TKO","3","3:30"
"1","JIMI MANUWA","43","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"0","JAN BLACHOWICZ","44","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","PAWEL PAWLAK","30","3","0","5","Welterweight","U-DEC","3","5:00"
"0","SHELDON WESTCOTT","17","3","0","0","Welterweight","U-DEC","3","5:00"
"1","MARYNA MOROZ","12","0","1","0","Women's Strawweight","SUB","1","1:30"
"0","JOANNE CALDERWOOD","11","0","0","0","Women's Strawweight","SUB","1","1:30"
"1","LEON EDWARDS","3","0","0","0","Welterweight","KO/TKO","1","0:08"
"0","SETH BACZYNSKI","0","0","0","0","Welterweight","KO/TKO","1","0:08"
"1","BARTOSZ FABINSKI","41","10","0","7","Middleweight","U-DEC","3","5:00"
"0","GARRETH MCLELLAN","13","0","2","0","Middleweight","U-DEC","3","5:00"
"1","SERGIO MORAES","51","2","0","3","Welterweight","U-DEC","3","5:00"
"0","MICKAEL LEBOUT","47","0","0","0","Welterweight","U-DEC","3","5:00"
"1","YAOTZIN MEZA","17","2","3","11","Featherweight","U-DEC","3","5:00"
"0","DAMIAN STASIAK","14","1","1","2","Featherweight","U-DEC","3","5:00"
"1","ANTHONY HAMILTON","83","3","0","2","Heavyweight","U-DEC","3","5:00"
"0","DANIEL OMIELANCZUK","36","1","0","0","Heavyweight","U-DEC","3","5:00"
"1","ALEXANDRA ALBU","42","0","1","0","Women's Strawweight","SUB","2","3:34"
"0","IZABELA BADUREK","32","1","0","0","Women's Strawweight","SUB","2","3:34"
"1","STEVIE RAY","31","0","2","5","Lightweight","KO/TKO","2","1:35"
"0","MARCIN BANDEL","3","0","0","0","Lightweight","KO/TKO","2","1:35"
"1","TAYLOR LAPILUS","80","2","1","0","Featherweight","U-DEC","3","5:00"
"0","ROCKY LEE","37","1","0","0","Featherweight","U-DEC","3","5:00"
"1","CHAD MENDES","27","0","0","0","Featherweight","KO/TKO","1","2:45"
"0","RICARDO LAMAS","8","0","0","0","Featherweight","KO/TKO","1","2:45"
"1","AL IAQUINTA","55","0","0","0","Lightweight","S-DEC","3","5:00"
"0","JORGE MASVIDAL","83","0","0","1","Lightweight","S-DEC","3","5:00"
"1","MICHAEL CHIESA","59","4","0","4","Lightweight","U-DEC","3","5:00"
"0","MITCH CLARKE","65","0","0","0","Lightweight","U-DEC","3","5:00"
"1","JULIANNA PENA","37","1","0","3","Women's Bantamweight","KO/TKO","1","3:59"
"0","MILANA DUDIEVA","0","1","0","1","Women's Bantamweight","KO/TKO","1","3:59"
"1","CLAY GUIDA","27","6","1","6","Featherweight","U-DEC","3","5:00"
"0","ROBERT PERALTA","24","0","0","0","Featherweight","U-DEC","3","5:00"
"1","DUSTIN POIRIER","24","0","0","0","Lightweight","KO/TKO","1","3:45"
"0","DIEGO FERREIRA","20","0","0","0","Lightweight","KO/TKO","1","3:45"
"1","LIZ CARMOUCHE","38","2","0","1","Women's Bantamweight","U-DEC","3","5:00"
"0","LAUREN MURPHY","46","2","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","ALEXANDER YAKOVLEV","31","2","0","3","Lightweight","U-DEC","3","5:00"
"0","GRAY MAYNARD","21","2","0","0","Lightweight","U-DEC","3","5:00"
"1","TIM JOHNSON","22","1","0","2","Heavyweight","KO/TKO","1","4:57"
"0","SHAMIL ABDURAKHIMOV","9","0","0","0","Heavyweight","KO/TKO","1","4:57"
"1","RON STALLINGS","50","0","0","0","Middleweight","U-DEC","3","5:00"
"0","JUSTIN JONES","23","2","0","0","Middleweight","U-DEC","3","5:00"
"1","DEMIAN MAIA","36","5","2","14","Welterweight","U-DEC","5","5:00"
"0","RYAN LAFLARE","25","0","0","0","Welterweight","U-DEC","5","5:00"
"1","ERICK SILVA","14","0","1","0","Welterweight","SUB","1","4:21"
"0","JOSH KOSCHECK","4","0","0","0","Welterweight","SUB","1","4:21"
"1","LEONARDO SANTOS","12","1","1","2","Lightweight","SUB","2","2:29"
"0","TONY MARTIN","14","0","0","0","Lightweight","SUB","2","2:29"
"1","AMANDA NUNES","15","0","0","0","Women's Bantamweight","KO/TKO","1","1:56"
"0","SHAYNA BASZLER","1","0","0","0","Women's Bantamweight","KO/TKO","1","1:56"
"1","GILBERT BURNS","17","2","2","2","Lightweight","SUB","3","4:14"
"0","ALEX OLIVEIRA","29","0","0","0","Lightweight","SUB","3","4:14"
"1","GODOFREDO PEPEY","1","0","1","0","Featherweight","SUB","1","3:14"
"0","ANDRE FILI","1","0","0","0","Featherweight","SUB","1","3:14"
"1","FRANCISCO TRINALDO","39","3","0","0","Lightweight","U-DEC","3","5:00"
