"wincol","name","strikes","takedowns","subattempts","pospass","weightclass","result","round","time"
"1","MICHAEL JOHNSON","48","1","0","0","Lightweight","U-DEC","3","5:00"
"0","MELVIN GUILLARD","22","0","0","0","Lightweight","U-DEC","3","5:00"
"1","BRAD PICKETT","49","4","1","4","Flyweight","U-DEC","3","5:00"
"0","NEIL SEERY","47","0","0","0","Flyweight","U-DEC","3","5:00"
"1","GUNNAR NELSON","16","1","1","3","Welterweight","SUB","1","4:36"
"0","OMARI AKHMEDOV","6","0","0","0","Welterweight","SUB","1","4:36"
"1","ILIR LATIFI","0","1","2","1","Light Heavyweight","SUB","1","3:02"
"0","CYRILLE DIABATE","0","0","0","0","Light Heavyweight","SUB","1","3:02"
"1","LUKE BARNATT","45","0","0","0","Middleweight","KO/TKO","1","4:24"
"0","MATS NILSSON","25","0","0","0","Middleweight","KO/TKO","1","4:24"
"1","CLAUDIO SILVA","36","3","0","5","Middleweight","U-DEC","3","5:00"
"0","BRADLEY SCOTT","41","0","0","0","Middleweight","U-DEC","3","5:00"
"1","IGOR ARAUJO","12","0","1","4","Welterweight","U-DEC","3","5:00"
"0","DANNY MITCHELL","18","0","5","1","Welterweight","U-DEC","3","5:00"
"1","DONG HYUN KIM","27","1","0","1","Welterweight","KO/TKO","3","1:02"
"0","JOHN HATHAWAY","27","1","0","0","Welterweight","KO/TKO","3","1:02"
"1","ZHANG LIPENG","10","4","2","4","Welterweight","S-DEC","3","5:00"
"0","SAI WANG","31","0","0","2","Welterweight","S-DEC","3","5:00"
"1","MATT MITRIONE","24","0","0","0","Heavyweight","KO/TKO","1","4:59"
"0","SHAWN JORDAN","15","0","0","0","Heavyweight","KO/TKO","1","4:59"
"1","HATSU HIOKI","29","4","2","9","Featherweight","U-DEC","3","5:00"
"0","IVAN MENJIVAR","27","0","1","0","Featherweight","U-DEC","3","5:00"
"1","YUI CHUL NAM","77","1","0","3","Lightweight","S-DEC","3","5:00"
"0","KAZUKI TOKUDOME","31","3","0","2","Lightweight","S-DEC","3","5:00"
"1","VAUGHAN LEE","142","0","0","0","Bantamweight","U-DEC","3","5:00"
"0","NAM PHAN","24","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","AN YING WANG","13","0","0","0","Welterweight","KO/TKO","1","5:00"
"0","ALBERT CHENG","5","0","0","0","Welterweight","KO/TKO","1","5:00"
"1","MARK EDDIVA","49","4","0","0","Featherweight","U-DEC","3","5:00"
"0","JUMABIEKE TUERXUN","12","1","2","0","Featherweight","U-DEC","3","5:00"
"1","RONDA ROUSEY","14","0","0","0","Women's Bantamweight","KO/TKO","1","1:06"
"0","SARA MCMANN","13","0","0","0","Women's Bantamweight","KO/TKO","1","1:06"
"1","DANIEL CORMIER","18","0","0","0","Light Heavyweight","KO/TKO","1","1:19"
"0","PATRICK CUMMINS","8","0","0","0","Light Heavyweight","KO/TKO","1","1:19"
"1","RORY MACDONALD","75","0","0","0","Welterweight","U-DEC","3","5:00"
"0","DEMIAN MAIA","51","2","0","1","Welterweight","U-DEC","3","5:00"
"1","MIKE PYLE","56","4","1","5","Welterweight","KO/TKO","3","4:03"
"0","TJ WALDBURGER","38","0","1","0","Welterweight","KO/TKO","3","4:03"
"1","STEPHEN THOMPSON","38","0","0","0","Welterweight","KO/TKO","1","3:43"
"0","ROBERT WHITTAKER","19","0","0","0","Welterweight","KO/TKO","1","3:43"
"1","ALEXIS DAVIS","53","2","0","2","Women's Bantamweight","S-DEC","3","5:00"
"0","JESSICA EYE","47","0","0","0","Women's Bantamweight","S-DEC","3","5:00"
"1","RAPHAEL ASSUNCAO","100","3","0","1","Bantamweight","U-DEC","3","5:00"
"0","PEDRO MUNHOZ","33","0","1","0","Bantamweight","U-DEC","3","5:00"
"1","ALJAMAIN STERLING","46","3","3","2","Bantamweight","U-DEC","3","5:00"
"0","CODY GIBSON","18","4","1","0","Bantamweight","U-DEC","3","5:00"
"1","ZACH MAKOVSKY","34","5","0","3","Flyweight","U-DEC","3","5:00"
"0","JOSHUA SAMPO","19","0","0","1","Flyweight","U-DEC","3","5:00"
"1","ERIK KOCH","19","0","0","0","Lightweight","KO/TKO","1","1:24"
"0","RAFAELLO OLIVEIRA","1","0","0","0","Lightweight","KO/TKO","1","1:24"
"1","ERNEST CHAVEZ","28","2","0","5","Lightweight","S-DEC","3","5:00"
"0","YOSDENIS CEDENO","26","0","0","0","Lightweight","S-DEC","3","5:00"
"1","LYOTO MACHIDA","28","1","0","2","Middleweight","U-DEC","5","5:00"
"0","GEGARD MOUSASI","36","0","0","0","Middleweight","U-DEC","5","5:00"
"1","JACARE SOUZA","16","2","3","3","Middleweight","U-DEC","3","5:00"
"0","FRANCIS CARMONT","19","0","0","0","Middleweight","U-DEC","3","5:00"
"1","ERICK SILVA","18","0","0","0","Welterweight","KO/TKO","1","0:52"
"0","TAKENORI SATO","0","0","0","0","Welterweight","KO/TKO","1","0:52"
"1","NICO MUSOKE","45","2","0","1","Welterweight","U-DEC","3","5:00"
"0","VISCARDI ANDRADE","24","1","0","1","Welterweight","U-DEC","3","5:00"
"1","CHARLES OLIVEIRA","23","3","2","3","Featherweight","SUB","3","2:40"
"0","ANDY OGLE","21","1","0","0","Featherweight","SUB","3","2:40"
"1","JOE PROCTOR","67","0","1","0","Lightweight","U-DEC","3","5:00"
"0","CRISTIANO MARCELLO","26","1","1","1","Lightweight","U-DEC","3","5:00"
"1","RODRIGO DAMM","68","1","1","0","Lightweight","U-DEC","3","5:00"
"0","IVAN JORGE","63","0","1","0","Lightweight","U-DEC","3","5:00"
"1","FRANCISCO TRINALDO","55","1","0","0","Lightweight","S-DEC","3","5:00"
"0","JESSE RONSON","53","0","0","0","Lightweight","S-DEC","3","5:00"
"1","IURI ALCANTARA","42","2","0","4","Bantamweight","S-DEC","3","5:00"
"0","WILSON REIS","23","3","0","2","Bantamweight","S-DEC","3","5:00"
"1","FELIPE ARANTES","39","1","1","0","Featherweight","U-DEC","3","5:00"
"0","MAXIMO BLANCO","44","3","0","1","Featherweight","U-DEC","3","5:00"
"1","ILDEMAR ALCANTARA","50","4","0","6","Welterweight","S-DEC","3","5:00"
"0","ALBERT TUMENOV","32","1","0","0","Welterweight","S-DEC","3","5:00"
"1","ZUBAIRA TUKHUGOV","35","3","0","0","Featherweight","U-DEC","3","5:00"
"0","DOUGLAS SILVA DE ANDRADE","27","0","0","0","Featherweight","U-DEC","3","5:00"
"1","RENAN BARAO","17","0","0","0","Bantamweight","KO/TKO","1","3:42"
"0","URIJAH FABER","8","0","0","0","Bantamweight","KO/TKO","1","3:42"
"1","JOSE ALDO","62","2","2","4","Featherweight","U-DEC","5","5:00"
"0","RICARDO LAMAS","41","1","0","0","Featherweight","U-DEC","5","5:00"
"1","ALISTAIR OVEREEM","62","0","0","1","Heavyweight","U-DEC","3","5:00"
"0","FRANK MIR","3","1","1","1","Heavyweight","U-DEC","3","5:00"
"1","ALI BAGAUTINOV","49","6","1","3","Flyweight","U-DEC","3","5:00"
"0","JOHN LINEKER","27","0","2","0","Flyweight","U-DEC","3","5:00"
"1","ABEL TRUJILLO","18","0","0","0","Lightweight","KO/TKO","2","2:32"
"0","JAMIE VARNER","36","0","1","1","Lightweight","KO/TKO","2","2:32"
"1","ALAN PATRICK","40","2","0","0","Lightweight","U-DEC","3","5:00"
"0","JOHN MAKDESSI","61","0","0","0","Lightweight","U-DEC","3","5:00"
"1","CHRIS CARIASO","73","0","0","0","Flyweight","U-DEC","3","5:00"
"0","DANNY MARTINEZ","33","5","0","0","Flyweight","U-DEC","3","5:00"
"1","NICK CATONE","31","5","0","3","Middleweight","S-DEC","3","5:00"
"0","TOM WATSON","50","0","0","0","Middleweight","S-DEC","3","5:00"
"1","AL IAQUINTA","49","0","1","0","Lightweight","U-DEC","3","5:00"
"0","KEVIN LEE","39","1","2","1","Lightweight","U-DEC","3","5:00"
"1","CLINT HESTER","72","2","0","2","Middleweight","U-DEC","3","5:00"
"0","ANDY ENZ","69","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RASHID MAGOMEDOV","46","0","1","2","Lightweight","U-DEC","3","5:00"
"0","TONY MARTIN","18","1","1","3","Lightweight","U-DEC","3","5:00"
"1","NEIL MAGNY","71","1","0","2","Welterweight","U-DEC","3","5:00"
"0","GASAN UMALATOV","34","2","0","1","Welterweight","U-DEC","3","5:00"
"1","BENSON HENDERSON","46","4","1","1","Lightweight","S-DEC","5","5:00"
"0","JOSH THOMSON","19","4","0","4","Lightweight","S-DEC","5","5:00"
"1","STIPE MIOCIC","63","1","0","0","Heavyweight","U-DEC","3","5:00"
"0","GABRIEL GONZAGA","29","1","0","0","Heavyweight","U-DEC","3","5:00"
"1","DONALD CERRONE","16","1","0","0","Lightweight","KO/TKO","1","4:40"
"0","ADRIANO MARTINS","13","0","0","0","Lightweight","KO/TKO","1","4:40"
"1","JEREMY STEPHENS","40","1","0","0","Featherweight","U-DEC","3","5:00"
"0","DARREN ELKINS","21","0","4","1","Featherweight","U-DEC","3","5:00"
"1","ALEX CACERES","53","1","1","1","Bantamweight","SUB","3","4:39"
"0","SERGIO PETTIS","49","1","0","0","Bantamweight","SUB","3","4:39"
"1","EDDIE WINELAND","54","0","0","3","Bantamweight","KO/TKO","2","4:16"
"0","YVES JABOUIN","33","0","0","0","Bantamweight","KO/TKO","2","4:16"
"1","LUKE ROCKHOLD","12","0","0","0","Middleweight","KO/TKO","1","2:31"
"0","COSTAS PHILIPPOU","4","0","0","0","Middleweight","KO/TKO","1","2:31"
"1","BRAD TAVARES","45","2","0","1","Middleweight","U-DEC","3","5:00"
"0","LORENZ LARKIN","39","0","0","0","Middleweight","U-DEC","3","5:00"
"1","TJ DILLASHAW","117","2","0","3","Bantamweight","U-DEC","3","5:00"
"0","MIKE EASTON","46","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","YOEL ROMERO","60","0","0","0","Middleweight","KO/TKO","3","3:23"
"0","DEREK BRUNSON","38","3","0","2","Middleweight","KO/TKO","3","3:23"
"1","JOHN MORAGA","43","0","1","1","Flyweight","S-DEC","3","5:00"
"0","DUSTIN ORTIZ","35","2","0","6","Flyweight","S-DEC","3","5:00"
"1","COLE MILLER","38","0","1","3","Featherweight","SUB","2","1:54"
"0","SAM SICILIA","14","0","0","0","Featherweight","SUB","2","1:54"
"1","RAMSEY NIJEM","46","5","1","3","Lightweight","U-DEC","3","5:00"
"0","JUSTIN EDWARDS","25","0","1","0","Lightweight","U-DEC","3","5:00"
"1","ELIAS SILVERIO","81","4","0","7","Lightweight","U-DEC","3","5:00"
"0","ISAAC VALLIE-FLAGG","21","0","0","0","Lightweight","U-DEC","3","5:00"
"1","TREVOR SMITH","57","1","1","4","Middleweight","S-DEC","3","5:00"
"0","BRIAN HOUSTON","30","1","0","0","Middleweight","S-DEC","3","5:00"
"1","LOUIS SMOLKA","92","0","1","2","Flyweight","U-DEC","3","5:00"
"0","ALPTEKIN OZKILIC","60","9","0","7","Flyweight","U-DEC","3","5:00"
"1","VINC PICHEL","44","8","1","8","Lightweight","U-DEC","3","5:00"
"0","GARETT WHITELEY","44","0","2","0","Lightweight","U-DEC","3","5:00"
"1","BENEIL DARIUSH","9","0","1","1","Lightweight","SUB","1","1:45"
"0","CHARLIE BRENNEMAN","5","0","0","0","Lightweight","SUB","1","1:45"
"1","TAREC SAFFIEDINE","120","1","1","6","Welterweight","U-DEC","5","5:00"
"0","HYUN GYU LIM","122","0","1","0","Welterweight","U-DEC","5","5:00"
"1","TATSUYA KAWAJIRI","32","3","1","3","Featherweight","SUB","2","0:50"
"0","SEAN SORIANO","19","0","0","0","Featherweight","SUB","2","0:50"
"1","KIICHI KUNIMOTO","12","0","0","0","Welterweight","DQ","1","2:57"
"0","LUIZ DUTRA","10","0","0","0","Welterweight","DQ","1","2:57"
"1","KYUNG HO KANG","65","2","4","4","Bantamweight","SUB","3","3:53"
"0","SHUNICHI SHIMIZU","2","0","0","0","Bantamweight","SUB","3","3:53"
"1","MAX HOLLOWAY","74","0","0","0","Featherweight","KO/TKO","2","2:27"
"0","WILL CHOPE","33","0","0","0","Featherweight","KO/TKO","2","2:27"
"1","KATSUNORI KIKUNO","23","3","0","9","Lightweight","U-DEC","3","5:00"
"0","QUINN MULHERN","16","0","0","0","Lightweight","U-DEC","3","5:00"
"1","ROYSTON WEE","8","6","0","9","Bantamweight","U-DEC","3","5:00"
"0","DAVE GALERA","25","0","2","0","Bantamweight","U-DEC","3","5:00"
"1","MAIRBEK TAISUMOV","33","5","0","2","Lightweight","U-DEC","3","5:00"
"0","TAE HYUN BANG","26","0","0","0","Lightweight","U-DEC","3","5:00"
"1","DUSTIN KIMURA","1","0","1","0","Bantamweight","SUB","1","2:13"
"0","JON DELOS REYES","9","1","0","0","Bantamweight","SUB","1","2:13"
"1","RUSSELL DOANE","43","0","1","3","Bantamweight","SUB","2","4:59"
"0","LEANDRO ISSA","17","2","1","2","Bantamweight","SUB","2","4:59"
"1","CHRIS WEIDMAN","20","1","1","0","Middleweight","KO/TKO","2","1:16"
"0","ANDERSON SILVA","8","0","0","0","Middleweight","KO/TKO","2","1:16"
"1","RONDA ROUSEY","40","6","3","3","Women's Bantamweight","SUB","3","0:58"
"0","MIESHA TATE","24","1","0","0","Women's Bantamweight","SUB","3","0:58"
"1","TRAVIS BROWNE","12","0","0","0","Heavyweight","KO/TKO","1","1:00"
"0","JOSH BARNETT","5","0","0","0","Heavyweight","KO/TKO","1","1:00"
"1","JIM MILLER","6","1","1","0","Lightweight","SUB","1","3:42"
"0","FABRICIO CAMOES","11","0","0","0","Lightweight","SUB","1","3:42"
"1","DUSTIN POIRIER","44","0","0","0","Featherweight","KO/TKO","1","4:54"
"0","DIEGO BRANDAO","16","1","0","0","Featherweight","KO/TKO","1","4:54"
"1","URIAH HALL","20","0","0","0","Middleweight","KO/TKO","1","5:00"
"0","CHRIS LEBEN","11","0","0","0","Middleweight","KO/TKO","1","5:00"
"1","MICHAEL JOHNSON","22","0","0","0","Lightweight","KO/TKO","2","1:32"
"0","GLEISON TIBAU","12","0","0","0","Lightweight","KO/TKO","2","1:32"
"1","DEMETRIOUS JOHNSON","7","0","0","0","Flyweight","KO/TKO","1","2:08"
"0","JOSEPH BENAVIDEZ","4","0","0","0","Flyweight","KO/TKO","1","2:08"
"1","URIJAH FABER","29","1","1","0","Bantamweight","SUB","2","3:22"
"0","MICHAEL MCDONALD","9","0","0","0","Bantamweight","SUB","2","3:22"
"1","CHAD MENDES","35","7","1","1","Featherweight","U-DEC","3","5:00"
"0","NIK LENTZ","40","0","0","0","Featherweight","U-DEC","3","5:00"
"1","JOE LAUZON","43","3","2","9","Lightweight","U-DEC","3","5:00"
"0","MAC DANZIG","52","0","0","0","Lightweight","U-DEC","3","5:00"
"1","RYAN LAFLARE","68","4","1","1","Welterweight","U-DEC","3","5:00"
"0","COURT MCGEE","54","4","2","1","Welterweight","U-DEC","3","5:00"
"1","EDSON BARBOZA","43","0","1","1","Lightweight","M-DEC","3","5:00"
"0","DANNY CASTILLO","55","1","1","3","Lightweight","M-DEC","3","5:00"
"1","BOBBY GREEN","80","3","0","0","Lightweight","U-DEC","3","5:00"
"0","PAT HEALY","59","2","0","0","Lightweight","U-DEC","3","5:00"
"1","ZACH MAKOVSKY","26","6","1","3","Flyweight","U-DEC","3","5:00"
"0","SCOTT JORGENSEN","31","1","1","2","Flyweight","U-DEC","3","5:00"
"1","SAM STOUT","54","1","1","0","Lightweight","U-DEC","3","5:00"
"0","CODY MCKENZIE","31","1","0","1","Lightweight","U-DEC","3","5:00"
"1","ABEL TRUJILLO","43","5","0","2","Lightweight","KO/TKO","2","1:35"
"0","ROGER BOWLING","9","0","0","0","Lightweight","KO/TKO","2","1:35"
"1","ALPTEKIN OZKILIC","27","3","0","0","Flyweight","S-DEC","3","5:00"
"0","DARREN UYENOYAMA","33","2","0","0","Flyweight","S-DEC","3","5:00"
"","MARK HUNT","103","2","0","1","Heavyweight","M-DEC","","5"
"","ANTONIO SILVA","97","0","0","3","Heavyweight","M-DEC","","5"
"1","NATE DIAZ","33","0","0","0","Lightweight","KO/TKO","1","2:38"
"0","GRAY MAYNARD","5","1","0","0","Lightweight","KO/TKO","1","2:38"
"1","JULIANNA PENA","33","2","0","4","Women's Bantamweight","KO/TKO","1","4:59"
"0","JESSICA RAKOCZY","4","0","0","0","Women's Bantamweight","KO/TKO","1","4:59"
"1","CHRIS HOLDSWORTH","15","1","1","2","Bantamweight","SUB","2","2:10"
"0","DAVEY GRANT","18","0","0","0","Bantamweight","SUB","2","2:10"
"1","JESSAMYN DUKE","123","1","3","0","Women's Bantamweight","U-DEC","3","5:00"
"0","PEGGY MORGAN","34","0","0","1","Women's Bantamweight","U-DEC","3","5:00"
"1","RAQUEL PENNINGTON","80","1","1","2","Women's Bantamweight","U-DEC","3","5:00"
"0","ROXANNE MODAFFERI","42","0","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","AKIRA CORASSANI","1","0","0","0","Featherweight","DQ","1","0:25"
"0","MAXIMO BLANCO","5","1","0","0","Featherweight","DQ","1","0:25"
"1","TOM NIINIMAKI","17","4","0","5","Featherweight","S-DEC","3","5:00"
"0","RANI YAHYA","15","2","4","2","Featherweight","S-DEC","3","5:00"
"1","JARED ROSHOLT","33","1","0","0","Heavyweight","U-DEC","3","5:00"
"0","WALT HARRIS","18","0","0","0","Heavyweight","U-DEC","3","5:00"
"1","SEAN SPENCER","105","0","0","0","Welterweight","U-DEC","3","5:00"
"0","DREW DOBER","61","0","0","0","Welterweight","U-DEC","3","5:00"
"1","JOSHUA SAMPO","28","2","5","7","Flyweight","SUB","2","4:31"
"0","RYAN BENOIT","18","0","1","2","Flyweight","SUB","2","4:31"
"1","GEORGES ST-PIERRE","101","3","1","0","Welterweight","S-DEC","5","5:00"
"0","JOHNY HENDRICKS","85","2","0","0","Welterweight","S-DEC","5","5:00"
"1","RASHAD EVANS","20","1","0","3","Light Heavyweight","KO/TKO","1","4:05"
"0","CHAEL SONNEN","3","0","0","0","Light Heavyweight","KO/TKO","1","4:05"
"1","ROBBIE LAWLER","44","0","0","2","Welterweight","S-DEC","3","5:00"
"0","RORY MACDONALD","37","4","1","2","Welterweight","S-DEC","3","5:00"
"1","TYRON WOODLEY","22","0","0","0","Welterweight","KO/TKO","1","4:38"
"0","JOSH KOSCHECK","5","0","0","0","Welterweight","KO/TKO","1","4:38"
"1","ALI BAGAUTINOV","43","1","0","0","Flyweight","U-DEC","3","5:00"
"0","TIMOTHY ELLIOTT","48","2","1","0","Flyweight","U-DEC","3","5:00"
"1","DONALD CERRONE","32","1","1","2","Lightweight","SUB","2","3:49"
"0","EVAN DUNHAM","24","0","0","0","Lightweight","SUB","2","3:49"
"1","THALES LEITES","20","3","0","13","Middleweight","U-DEC","3","5:00"
"0","ED HERMAN","14","0","0","0","Middleweight","U-DEC","3","5:00"
"1","RICK STORY","71","2","0","2","Welterweight","U-DEC","3","5:00"
"0","BRIAN EBERSOLE","42","0","0","0","Welterweight","U-DEC","3","5:00"
"1","ERIK PEREZ","50","7","0","5","Bantamweight","U-DEC","3","5:00"
"0","EDWIN FIGUEROA","18","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","JASON HIGH","5","4","4","11","Welterweight","U-DEC","3","5:00"
"0","ANTHONY LAPSLEY","8","0","0","1","Welterweight","U-DEC","3","5:00"
"1","SERGIO PETTIS","81","2","3","5","Bantamweight","U-DEC","3","5:00"
"0","WILL CAMPUZANO","41","4","0","2","Bantamweight","U-DEC","3","5:00"
"1","GIAN VILLANTE","43","1","0","1","Light Heavyweight","KO/TKO","2","1:22"
"0","CODY DONOVAN","51","0","0","0","Light Heavyweight","KO/TKO","2","1:22"
"1","VITOR BELFORT","12","0","0","0","Light Heavyweight","KO/TKO","1","1:17"
"0","DAN HENDERSON","1","0","0","0","Light Heavyweight","KO/TKO","1","1:17"
"1","CEZAR FERREIRA","15","3","0","5","Middleweight","S-DEC","3","5:00"
"0","DANIEL SARAFIAN","21","0","0","0","Middleweight","S-DEC","3","5:00"
"1","RAFAEL FEIJAO","16","0","0","0","Light Heavyweight","KO/TKO","1","1:18"
"0","IGOR POKRAJAC","9","0","0","0","Light Heavyweight","KO/TKO","1","1:18"
"1","BRANDON THATCH","12","0","0","0","Welterweight","KO/TKO","1","2:10"
"0","PAULO THIAGO","5","1","0","0","Welterweight","KO/TKO","1","2:10"
"1","RYAN LAFLARE","75","5","0","7","Welterweight","U-DEC","3","5:00"
"0","SANTIAGO PONZINIBBIO","25","0","0","0","Welterweight","U-DEC","3","5:00"
"1","JEREMY STEPHENS","3","0","0","0","Featherweight","KO/TKO","1","0:40"
"0","RONY JASON","1","0","0","0","Featherweight","KO/TKO","1","0:40"
"1","SAM SICILIA","11","1","0","1","Featherweight","KO/TKO","1","1:42"
"0","GODOFREDO PEPEY","3","0","0","0","Featherweight","KO/TKO","1","1:42"
"1","OMARI AKHMEDOV","14","1","1","1","Middleweight","KO/TKO","1","3:31"
"0","THIAGO PERPETUO","18","1","0","2","Middleweight","KO/TKO","1","3:31"
"1","THIAGO TAVARES","7","1","1","2","Lightweight","SUB","1","2:38"
"0","JUSTIN SALAS","4","0","0","1","Lightweight","SUB","1","2:38"
"1","ADRIANO MARTINS","16","1","1","3","Lightweight","SUB","2","2:49"
"0","DARON CRUICKSHANK","8","0","0","0","Lightweight","SUB","2","2:49"
"1","DUSTIN ORTIZ","55","4","0","7","Flyweight","KO/TKO","3","3:19"
"0","JOSE MARIA","43","2","2","1","Flyweight","KO/TKO","3","3:19"
"1","TIM KENNEDY","13","0","0","0","Middleweight","KO/TKO","1","4:40"
"0","RAFAEL NATAL","13","0","0","0","Middleweight","KO/TKO","1","4:40"
"1","ALEXIS DAVIS","50","1","0","1","Women's Bantamweight","U-DEC","3","5:00"
"0","LIZ CARMOUCHE","43","1","0","0","Women's Bantamweight","U-DEC","3","5:00"
"1","YOEL ROMERO","50","0","0","0","Middleweight","KO/TKO","3","1:39"
"0","RONNY MARKES","18","2","0","1","Middleweight","KO/TKO","3","1:39"
"1","RUSTAM KHABILOV","32","2","1","0","Lightweight","U-DEC","3","5:00"
"0","JORGE MASVIDAL","38","1","0","0","Lightweight","U-DEC","3","5:00"
"1","MICHAEL CHIESA","7","1","2","3","Lightweight","SUB","2","1:41"
"0","COLTON SMITH","4","2","1","1","Lightweight","SUB","2","1:41"
"1","BOBBY GREEN","20","0","0","0","Lightweight","KO/TKO","1","3:50"
"0","JAMES KRAUSE","22","0","0","0","Lightweight","KO/TKO","1","3:50"
"1","FRANCISCO RIVERA","27","0","0","0","Bantamweight","KO/TKO","2","2:20"
"0","GEORGE ROOP","23","1","0","0","Bantamweight","KO/TKO","2","2:20"
"1","DENNIS BERMUDEZ","44","6","4","3","Featherweight","U-DEC","3","5:00"
"0","STEVEN SILER","23","0","3","0","Featherweight","U-DEC","3","5:00"
"1","AMANDA NUNES","14","1","0","1","Women's Bantamweight","KO/TKO","1","3:56"
"0","GERMAINE DE RANDAMIE","1","0","0","0","Women's Bantamweight","KO/TKO","1","3:56"
"1","LORENZ LARKIN","46","0","0","0","Middleweight","U-DEC","3","5:00"
"0","CHRIS CAMOZZI","64","0","0","0","Middleweight","U-DEC","3","5:00"
"1","LYOTO MACHIDA","5","0","0","0","Middleweight","KO/TKO","1","3:10"
"0","MARK MUNOZ","0","0","0","0","Middleweight","KO/TKO","1","3:10"
"1","CAIN VELASQUEZ","123","2","1","1","Heavyweight","KO/TKO","5","3:09"
"0","JUNIOR DOS SANTOS","46","0","1","0","Heavyweight","KO/TKO","5","3:09"
"1","DANIEL CORMIER","74","3","0","0","Heavyweight","U-DEC","3","5:00"
"0","ROY NELSON","17","0","0","0","Heavyweight","U-DEC","3","5:00"
"1","GILBERT MELENDEZ","96","1","0","0","Lightweight","U-DEC","3","5:00"
"0","DIEGO SANCHEZ","42","1","2","1","Lightweight","U-DEC","3","5:00"
"1","GABRIEL GONZAGA","8","0","0","0","Heavyweight","KO/TKO","1","1:33"
"0","SHAWN JORDAN","2","0","0","0","Heavyweight","KO/TKO","1","1:33"
"1","JOHN DODSON","28","0","0","0","Flyweight","KO/TKO","1","4:13"
"0","DARRELL MONTAGUE","10","0","0","0","Flyweight","KO/TKO","1","4:13"
"1","TIM BOETSCH","41","0","3","0","Middleweight","S-DEC","3","5:00"
"0","CB DOLLAWAY","57","3","0","4","Middleweight","S-DEC","3","5:00"
"1","HECTOR LOMBARD","10","0","0","0","Welterweight","KO/TKO","1","1:48"
"0","NATE MARQUARDT","4","0","0","0","Welterweight","KO/TKO","1","1:48"
"1","JAKE SHIELDS","35","1","0","5","Welterweight","S-DEC","5","5:00"
"0","DEMIAN MAIA","24","3","0","1","Welterweight","S-DEC","5","5:00"
"1","DONG HYUN KIM","11","1","0","1","Welterweight","KO/TKO","2","3:01"
"0","ERICK SILVA","28","0","0","0","Welterweight","KO/TKO","2","3:01"
"1","THIAGO SILVA","96","0","0","0","Light Heavyweight","U-DEC","3","5:00"
"0","MATT HAMILL","70","3","0","0","Light Heavyweight","U-DEC","3","5:00"
"1","FABIO MALDONADO","87","0","1","0","Light Heavyweight","S-DEC","3","5:00"
"0","JOEY BELTRAN","57","1","0","0","Light Heavyweight","S-DEC","3","5:00"
"1","ROUSIMAR PALHARES","0","0","2","0","Welterweight","SUB","1","0:31"
"0","MIKE PIERCE","2","1","0","0","Welterweight","SUB","1","0:31"
"1","RAPHAEL ASSUNCAO","32","0","1","0","Bantamweight","S-DEC","3","5:00"
"0","TJ DILLASHAW","29","2","3","1","Bantamweight","S-DEC","3","5:00"
"1","IGOR ARAUJO","21","1","1","6","Welterweight","U-DEC","3","5:00"
"0","ILDEMAR ALCANTARA","18","3","3","1","Welterweight","U-DEC","3","5:00"
"1","YAN CABRAL","18","4","1","11","Welterweight","U-DEC","3","5:00"
"0","DAVID MITCHELL","5","0","1","0","Welterweight","U-DEC","3","5:00"
"1","CHRIS CARIASO","54","0","0","1","Flyweight","KO/TKO","2","4:31"
"0","ILIARDE SANTOS","35","2","0","1","Flyweight","KO/TKO","2","4:31"
"1","ALAN PATRICK","16","1","0","0","Lightweight","KO/TKO","1","3:54"
"0","GARETT WHITELEY","7","0","0","0","Lightweight","KO/TKO","1","3:54"
"1","JON JONES","134","1","0","0","Light Heavyweight","U-DEC","5","5:00"
"0","ALEXANDER GUSTAFSSON","110","1","0","0","Light Heavyweight","U-DEC","5","5:00"
"1","RENAN BARAO","28","0","0","0","Bantamweight","KO/TKO","2","0:35"
"0","EDDIE WINELAND","11","0","0","0","Bantamweight","KO/TKO","2","0:35"
"1","BRENDAN SCHAUB","14","1","1","1","Heavyweight","SUB","1","4:06"
"0","MATT MITRIONE","7","0","0","0","Heavyweight","SUB","1","4:06"
"1","FRANCIS CARMONT","29","5","0","14","Middleweight","U-DEC","3","5:00"
"0","COSTAS PHILIPPOU","7","0","0","0","Middleweight","U-DEC","3","5:00"
"1","KHABIB NURMAGOMEDOV","54","5","0","4","Lightweight","U-DEC","3","5:00"
"0","PAT HEALY","44","0","0","0","Lightweight","U-DEC","3","5:00"
"1","MYLES JURY","22","4","0","2","Lightweight","S-DEC","3","5:00"
"0","MIKE RICCI","25","0","0","0","Lightweight","S-DEC","3","5:00"
"1","WILSON REIS","33","4","0","2","Bantamweight","U-DEC","3","5:00"
"0","IVAN MENJIVAR","29","0","0","0","Bantamweight","U-DEC","3","5:00"
"1","STEPHEN THOMPSON","23","2","0","3","Welterweight","KO/TKO","2","1:27"
"0","CHRIS CLEMENTS","17","0","0","0","Welterweight","KO/TKO","2","1:27"
"1","MITCH GAGNON","27","1","1","1","Bantamweight","SUB","1","4:05"
"0","DUSTIN KIMURA","15","0","1","0","Bantamweight","SUB","1","4:05"
